GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: GloveData
InfoText: This data contains gesture data
NumDimensions: 6
TotalNumTrainingExamples: 10
NumberOfClasses: 1
ClassIDsAndCounters: 
1 10
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
TimeSeriesLength: 24
TimeSeriesData: 
-0.1484	0.0430	0.9940	-0.4869	-0.8180	-0.5565
-0.1602	0.0352	0.9940	1.3218	1.1993	-0.3478
-0.2070	0.1328	0.9627	182.2610	46.2776	5.1478
-0.2148	0.9766	0.2440	91.6175	-7.4963	23.7217
-0.1797	1.0039	0.2323	-12.5912	-2.4180	-2.7130
-0.1953	0.9688	0.2674	-1.3217	0.0167	0.0000
-0.1797	0.9492	0.2713	-1.0434	1.1298	-1.1130
-0.1758	0.9609	0.2674	-1.1825	-0.2615	0.2087
-0.1875	0.9609	0.2674	1.9479	-3.2528	2.5043
-0.1758	0.9688	0.2791	0.5566	-0.8180	0.2783
-0.1797	0.9531	0.2830	0.1392	0.6428	0.0000
-0.1875	0.9531	0.2674	-0.2086	-0.6093	-1.0435
-0.1836	0.9570	0.2791	-0.1390	1.2689	-0.2783
-0.1836	0.9570	0.2791	0.2783	0.2950	-0.1391
-0.1797	0.9648	0.2830	0.5566	1.1298	0.0696
-0.1758	0.9570	0.2674	0.2088	-0.1224	-0.4174
-0.1875	0.9609	0.2752	-0.6956	-0.1224	-1.0435
-0.1836	0.9570	0.2791	-0.2782	-0.8180	0.9043
-0.1836	0.9609	0.2830	0.9740	-0.1224	0.0696
-0.1797	0.9609	0.2909	-0.0695	0.0167	-0.0696
-0.1797	0.9609	0.2870	0.0001	-0.2615	0.0000
-0.1836	0.9570	0.2830	0.0001	-0.9572	0.6957
-0.1797	0.9492	0.2830	-0.1390	0.3646	0.8348
-0.1641	0.9609	0.2948	0.0697	0.7820	0.4870
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
